target,distractor,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,exp_end_key.rt,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,4,0,72,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,382.44823610000003,382.44823610000003,382.44823610000003,382.44823610000003,383.4464776,383.47825220000004,j,j,1,0.8646552000000156,384.31894680000005,384.31894680000005,384.31894680000005,384.31894680000005,384.31894680000005,384.31894680000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,4,1,73,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,384.31894680000005,384.31894680000005,384.31894680000005,384.31894680000005,385.3046826,385.33702270000003,k,k,1,0.8442127000002984,386.16732420000017,386.16732420000017,386.16732420000017,386.16732420000017,386.16732420000017,386.16732420000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,4,2,74,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,386.16732420000017,386.16732420000017,386.16732420000017,386.16732420000017,387.1465271000002,387.21256310000035,j,j,1,0.9418144000001121,388.1148782,388.1148782,388.1148782,388.1148782,388.1148782,388.1148782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,4,3,75,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,388.1148782,388.1148782,388.1148782,388.1148782,389.1092923000001,389.1384714999999,j,j,1,0.7732801000001928,389.8903244000003,389.8903244000003,389.8903244000003,389.8903244000003,389.8903244000003,389.8903244000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,4,4,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,389.8903244000003,389.8903244000003,389.8903244000003,389.8903244000003,390.8917289000001,390.9230708,k,k,1,0.8583298999997169,391.75119029999996,391.75119029999996,391.75119029999996,391.75119029999996,391.75119029999996,391.75119029999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,4,5,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,391.75119029999996,391.75119029999996,391.75119029999996,391.75119029999996,392.7306421000003,392.7939609,j,j,1,0.9633966999999757,393.7185921,393.7185921,393.7185921,393.7185921,393.7185921,393.7185921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,4,6,78,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,393.7185921,393.7185921,393.7185921,393.7185921,394.70996890000015,394.74092500000006,l,l,1,0.8488898000000518,395.57298040000023,395.57298040000023,395.57298040000023,395.57298040000023,395.57298040000023,395.57298040000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,4,7,79,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,395.57298040000023,395.57298040000023,395.57298040000023,395.57298040000023,396.5683154000003,396.5987143000002,l,l,1,0.9576415999999881,397.5345751,397.5345751,397.5345751,397.5345751,397.5345751,397.5345751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,4,8,80,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,397.5345751,397.5345751,397.5345751,397.5345751,398.5024518,398.5635075,k,k,1,0.834621099999822,399.36634030000005,399.36634030000005,399.36634030000005,399.36634030000005,399.36634030000005,399.36634030000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,4,9,81,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,399.36634030000005,399.36634030000005,399.36634030000005,399.36634030000005,400.36006510000016,400.39885870000035,l,l,1,1.4434359000001677,401.8130774000001,401.8130774000001,401.8130774000001,401.8130774000001,401.8130774000001,401.8130774000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,4,10,82,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,401.8130774000001,401.8130774000001,401.8130774000001,401.8130774000001,402.7962014,402.8255924,k,k,1,0.8783051000000341,403.70073550000006,403.70073550000006,403.70073550000006,403.70073550000006,403.70073550000006,403.70073550000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,4,11,83,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,403.70073550000006,403.70073550000006,403.70073550000006,403.70073550000006,404.68846280000025,404.7179954000003,l,l,1,0.8703399999999419,405.5759601,405.5759601,405.5759601,405.5759601,405.5759601,405.5759601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,4,12,84,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,405.5759601,405.5759601,405.5759601,405.5759601,406.5551608999999,406.6160173000003,l,l,1,0.7452751000000717,407.3159171000002,407.3159171000002,407.3159171000002,407.3159171000002,407.3159171000002,407.3159171000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,4,13,85,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,407.3159171000002,407.3159171000002,407.3159171000002,407.3159171000002,408.3065351,408.34174630000007,l,l,1,1.2994750000002568,409.6251305999999,409.6251305999999,409.6251305999999,409.6251305999999,409.6251305999999,409.6251305999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,4,14,86,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,409.6251305999999,409.6251305999999,409.6251305999999,409.6251305999999,410.6242201,410.65438700000004,j,j,1,0.9696203000003152,411.59574440000006,411.59574440000006,411.59574440000006,411.59574440000006,411.59574440000006,411.59574440000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,4,15,87,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,411.59574440000006,411.59574440000006,411.59574440000006,411.59574440000006,412.58123160000014,412.61345340000025,j,j,1,0.7661902999998347,413.36746570000014,413.36746570000014,413.36746570000014,413.36746570000014,413.36746570000014,413.36746570000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,4,16,88,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,neutral,413.36746570000014,413.36746570000014,413.36746570000014,413.36746570000014,414.3461665,414.4092792000001,k,k,1,0.8553197000001092,415.2202328000003,415.2202328000003,415.2202328000003,415.2202328000003,415.2202328000003,415.2202328000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,4,17,89,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,415.2202328000003,415.2202328000003,415.2202328000003,415.2202328000003,416.19196920000013,416.2631584999999,k,k,1,0.7698067999999694,416.9993870000003,416.9993870000003,416.9993870000003,416.9993870000003,416.9993870000003,416.9993870000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,5,0,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,416.9993870000003,416.9993870000003,416.9993870000003,416.9993870000003,418.00242419999995,418.03636300000016,j,j,1,1.0175168000000667,419.01579390000006,419.01579390000006,419.01579390000006,419.01579390000006,419.01579390000006,419.01579390000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,5,1,91,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,419.01579390000006,419.01579390000006,419.01579390000006,419.01579390000006,420.0145190000003,420.0453278,k,k,1,0.9990901000001031,421.0206783000003,421.0206783000003,421.0206783000003,421.0206783000003,421.0206783000003,421.0206783000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,5,2,92,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,421.0206783000003,421.0206783000003,421.0206783000003,421.0206783000003,422.0189113000001,422.04959869999993,l,l,1,0.9304462999998577,422.95590500000026,422.95590500000026,422.95590500000026,422.95590500000026,422.95590500000026,422.95590500000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,5,3,93,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,422.95590500000026,422.95590500000026,422.95590500000026,422.95590500000026,423.92602620000025,423.98924380000017,k,k,1,0.9000317999998515,424.85551780000014,424.85551780000014,424.85551780000014,424.85551780000014,424.85551780000014,424.85551780000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,5,4,94,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,424.85551780000014,424.85551780000014,424.85551780000014,424.85551780000014,425.85177920000024,425.8818524000003,k,k,1,0.7979667999998128,426.6559926,426.6559926,426.6559926,426.6559926,426.6559926,426.6559926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,5,5,95,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,426.6559926,426.6559926,426.6559926,426.6559926,427.6286957000002,427.69743830000016,l,l,1,0.9567910000000666,428.6202776,428.6202776,428.6202776,428.6202776,428.6202776,428.6202776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,5,6,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,428.6202776,428.6202776,428.6202776,428.6202776,429.5927277999999,429.6594376000003,j,j,1,0.8124652999999853,430.4310849000003,430.4310849000003,430.4310849000003,430.4310849000003,430.4310849000003,430.4310849000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,5,7,97,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,430.4310849000003,430.4310849000003,430.4310849000003,430.4310849000003,431.40766570000005,431.46795790000033,l,l,1,0.9029758000001493,432.34091820000003,432.34091820000003,432.34091820000003,432.34091820000003,432.34091820000003,432.34091820000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,5,8,98,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,432.34091820000003,432.34091820000003,432.34091820000003,432.34091820000003,433.3329155000001,433.36409410000033,k,k,1,0.8573375999999371,434.20009990000017,434.20009990000017,434.20009990000017,434.20009990000017,434.20009990000017,434.20009990000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,5,9,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,434.20009990000017,434.20009990000017,434.20009990000017,434.20009990000017,435.1891117,435.22708520000015,k,k,1,0.8028027000000293,436.0036091000002,436.0036091000002,436.0036091000002,436.0036091000002,436.0036091000002,436.0036091000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,5,10,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,436.0036091000002,436.0036091000002,436.0036091000002,436.0036091000002,436.9979972000001,437.03258510000023,j,j,1,0.9281446999998479,437.94211240000004,437.94211240000004,437.94211240000004,437.94211240000004,437.94211240000004,437.94211240000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,5,11,101,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,437.94211240000004,437.94211240000004,437.94211240000004,437.94211240000004,438.93724840000004,438.9697664,k,k,1,0.819497599999977,439.76354949999995,439.76354949999995,439.76354949999995,439.76354949999995,439.76354949999995,439.76354949999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,5,12,102,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,439.76354949999995,439.76354949999995,439.76354949999995,439.76354949999995,440.7399088000002,440.80164060000016,l,l,1,0.7633326000000125,441.5324697000001,441.5324697000001,441.5324697000001,441.5324697000001,441.5324697000001,441.5324697000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,5,13,103,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,441.5324697000001,441.5324697000001,441.5324697000001,441.5324697000001,442.5292826,442.5647164000002,l,l,1,0.7642299999997704,443.30126040000005,443.30126040000005,443.30126040000005,443.30126040000005,443.30126040000005,443.30126040000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,5,14,104,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,443.30126040000005,443.30126040000005,443.30126040000005,443.30126040000005,444.273291,444.336143,j,j,1,0.8376493999999184,445.14185399999997,445.14185399999997,445.14185399999997,445.14185399999997,445.14185399999997,445.14185399999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,5,15,105,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,445.14185399999997,445.14185399999997,445.14185399999997,445.14185399999997,446.1261138,446.1590569,j,j,1,0.7127784999997857,446.8557715000002,446.8557715000002,446.8557715000002,446.8557715000002,446.8557715000002,446.8557715000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,5,16,106,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,446.8557715000002,446.8557715000002,446.8557715000002,446.8557715000002,447.85069909999993,447.88533700000016,l,l,1,0.9633976000000075,448.82016680000015,448.82016680000015,448.82016680000015,448.82016680000015,448.82016680000015,448.82016680000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,5,17,107,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,448.82016680000015,448.82016680000015,448.82016680000015,448.82016680000015,449.7966924000002,449.8634267000002,j,j,1,0.8780189999997674,450.6996806000002,450.6996806000002,450.6996806000002,450.6996806000002,450.6996806000002,450.6996806000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,6,0,108,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,450.6996806000002,450.6996806000002,450.6996806000002,450.6996806000002,451.6830755000001,451.71886220000033,j,j,1,1.04685789999985,452.76166600000033,452.76166600000033,452.76166600000033,452.76166600000033,452.76166600000033,452.76166600000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,6,1,109,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,452.76166600000033,452.76166600000033,452.76166600000033,452.76166600000033,453.7532415999999,453.784001,l,l,1,0.8130538999998862,454.56979880000017,454.56979880000017,454.56979880000017,454.56979880000017,454.56979880000017,454.56979880000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,6,2,110,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,454.56979880000017,454.56979880000017,454.56979880000017,454.56979880000017,455.56403709999995,455.6018911000001,k,k,1,0.8572558999999274,456.4346211000002,456.4346211000002,456.4346211000002,456.4346211000002,456.4346211000002,456.4346211000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,6,3,111,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,456.4346211000002,456.4346211000002,456.4346211000002,456.4346211000002,457.4298125,457.46056620000036,k,k,1,0.7535022000001845,458.19170950000034,458.19170950000034,458.19170950000034,458.19170950000034,458.19170950000034,458.19170950000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,6,4,112,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,458.19170950000034,458.19170950000034,458.19170950000034,458.19170950000034,459.17438930000026,459.20481940000036,j,j,1,0.9471336000001429,460.14001559999997,460.14001559999997,460.14001559999997,460.14001559999997,460.14001559999997,460.14001559999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,6,5,113,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,460.14001559999997,460.14001559999997,460.14001559999997,460.14001559999997,461.1313255,461.1633028000001,l,l,1,0.8344750999999633,461.98382979999997,461.98382979999997,461.98382979999997,461.98382979999997,461.98382979999997,461.98382979999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,6,6,114,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,negative,461.98382979999997,461.98382979999997,461.98382979999997,461.98382979999997,462.9662168,463.03466670000034,j,j,1,0.9231174999999894,463.9119062,463.9119062,463.9119062,463.9119062,463.9119062,463.9119062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,6,7,115,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,463.9119062,463.9119062,463.9119062,463.9119062,464.8796811000002,464.94444310000017,k,k,1,0.9071600000002036,465.81478270000025,465.81478270000025,465.81478270000025,465.81478270000025,465.81478270000025,465.81478270000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,2023-02-06_12h58.05.810,Main,2022.2.2,60.129217688808296,
