distractor,target,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,main_prac,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,exp_end_key.rt,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,139,139,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,734.4172034000003,None,None,1,1.5275213999993866,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,140,140,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,736.948132200001,None,None,1,1.5342820999994728,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,141,141,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,739.4864114000011,None,None,1,1.5122742999992624,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,142,142,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,742.0015662000005,k,k,1,0.7420597999989695,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,143,143,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,743.7467371000002,k,k,1,0.7900829999998678,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,144,144,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,745.5461071999998,None,None,1,1.5300880999984656,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,145,145,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,748.0696484,None,None,1,1.50965240000005,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,146,146,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,750.5857205000011,None,None,1,1.528132599998571,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,147,147,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,753.1152211000008,None,None,1,1.5109324999993987,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,148,148,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,755.6230930000002,k,k,1,0.7241087000002153,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,149,149,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,757.3608694000013,None,None,1,1.5149240999999165,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,150,150,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,759.8755361000003,None,None,1,1.5153635999995458,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,151,151,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,762.3969291000012,k,k,1,0.7404891999995016,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,152,152,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,764.1438837000005,k,k,1,0.9142095999995945,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,153,153,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,766.0578841000006,k,k,1,1.067302599998584,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,154,154,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,768.1336792000002,None,None,1,1.5315697999994882,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,155,155,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,770.6621955999999,k,k,1,1.3643132000015612,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,156,156,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,773.0281715000001,k,k,1,0.7178842000012082,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,157,157,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,774.7622338000001,None,None,1,1.5065042999995057,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,158,158,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,777.2638802000001,None,None,1,1.5303590000003169,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,159,159,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,779.7980157000002,None,None,1,1.5368644000009226,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,160,160,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,782.3383675000005,None,None,1,1.5199579000000085,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,161,161,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,784.8619253000015,k,k,1,0.8008492999997543,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,162,162,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,786.6670775000002,None,None,1,1.5182854000013322,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,163,163,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,789.1903208000003,k,k,1,1.5995752999988326,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,164,164,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,792.8084199000004,None,None,1,1.5132397999987006,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,165,165,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,795.3262434000007,None,None,1,1.5314295000007405,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,166,166,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,797.8609079000016,k,k,1,1.1354496000003564,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,167,167,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,799.9986104,None,None,1,1.5200093999992532,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,168,168,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,802.524434500001,k,k,1,0.9592119000008097,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,169,169,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,804.4908633000014,k,k,1,1.3777059000003646,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,170,170,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,806.8701779000003,k,k,1,0.9777721999998903,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,171,171,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,808.8467978000008,None,None,1,1.5210425000004761,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,172,172,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,811.3736229000006,None,None,1,1.5201770000003307,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,173,173,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,813.896690900001,None,None,1,1.505770499999926,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,174,174,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,816.4061031000001,None,None,1,1.5320539000003919,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,175,175,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,818.9365207999999,None,None,1,1.5275065999994695,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,176,176,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,821.4755277000004,None,None,1,1.5424700000003213,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,177,177,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,824.0106391000008,None,None,1,1.513448600000629,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,178,178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,826.5289950000006,None,None,1,1.5333372999994026,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,179,179,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,829.0663650000006,None,None,1,1.5253775000001042,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,180,180,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,831.5919178000004,None,None,1,1.5077509000002465,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,181,181,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,834.1060978000005,k,k,1,0.9671806000005745,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,182,182,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,836.0809272000006,k,k,1,0.8626824999992095,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,red,1,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,183,183,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,837.9446747000002,None,None,1,1.5111799999995128,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,184,184,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,840.4554027000013,k,k,1,0.8552610000006098,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,185,185,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,842.3102130000007,None,None,1,1.515613100000337,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,186,186,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,844.8319131000007,None,None,1,1.5218564000006154,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,187,187,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,847.3545346999999,None,None,1,1.5313576000007743,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,188,188,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,849.8888631000009,None,None,1,1.5139531000004354,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,189,189,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,852.4089715000009,k,k,1,1.127801200000249,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,blue,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,190,190,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,854.5374128000003,k,k,1,1.052224800001568,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
negative,yellow,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,191,191,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,856.5976374000002,None,None,1,1.5169578999993973,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,red,2,None,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,192,192,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,859.1139243000016,None,None,1,1.517562299999554,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,193,193,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,861.6354864000004,None,None,1,1.5392793999999412,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,194,194,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,864.1755697000008,k,k,1,0.9144582000008086,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,195,195,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,866.0917442999998,k,k,1,0.7796293999999762,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,blue,2,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,196,196,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,867.8821360000002,None,None,1,1.5092819999990752,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,blue,1,k,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,197,197,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,870.3904521000004,None,None,1,1.510960100000375,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,yellow,2,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,198,198,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,872.9000030000007,k,k,1,0.811882500000138,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
positive,yellow,1,None,k,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,199,199,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,874.7172879999998,k,k,1,0.9831056000002718,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,2022-10-05_13h58.54.932,Main,2022.2.2,60.25867845466649,
