target,distractor,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,exp_end_key.rt,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,3,4,58,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,354.3788483999999,354.3788483999999,354.3788483999999,354.3788483999999,355.3735801999999,355.4063023000001,k,k,1,1.0332797999999457,356.41753159999985,356.41753159999985,356.41753159999985,356.41753159999985,356.41753159999985,356.41753159999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,3,5,59,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,356.41753159999985,356.41753159999985,356.41753159999985,356.41753159999985,357.3871462999998,357.4549940999998,j,j,1,1.1725736999997025,358.5899569999999,358.5899569999999,358.5899569999999,358.5899569999999,358.5899569999999,358.5899569999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,3,6,60,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,358.5899569999999,358.5899569999999,358.5899569999999,358.5899569999999,359.56598640000016,359.65253849999976,j,j,1,1.031024499999603,360.6253503999999,360.6253503999999,360.6253503999999,360.6253503999999,360.6253503999999,360.6253503999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,3,7,61,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,360.6253503999999,360.6253503999999,360.6253503999999,360.6253503999999,361.62452039999994,361.6559313999999,l,l,1,1.1412593000000015,362.76910680000015,362.76910680000015,362.76910680000015,362.76910680000015,362.76910680000015,362.76910680000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,3,8,62,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,362.76910680000015,362.76910680000015,362.76910680000015,362.76910680000015,363.7643037999999,363.79869299999996,j,j,1,1.1202438999998776,364.89361239999994,364.89361239999994,364.89361239999994,364.89361239999994,364.89361239999994,364.89361239999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,3,9,63,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,364.89361239999994,364.89361239999994,364.89361239999994,364.89361239999994,365.86365139999975,365.94947290000005,j,j,1,1.0890048000001116,366.98610559999975,366.98610559999975,366.98610559999975,366.98610559999975,366.98610559999975,366.98610559999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,3,10,64,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,366.98610559999975,366.98610559999975,366.98610559999975,366.98610559999975,367.9599612999998,368.0269062,l,l,1,1.0743750000001455,369.05676659999995,369.05676659999995,369.05676659999995,369.05676659999995,369.05676659999995,369.05676659999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,3,11,65,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,369.05676659999995,369.05676659999995,369.05676659999995,369.05676659999995,370.04206369999997,370.07604979999974,k,k,1,0.9974880999998277,371.0627121,371.0627121,371.0627121,371.0627121,371.0627121,371.0627121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,3,12,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,371.0627121,371.0627121,371.0627121,371.0627121,372.0403033,372.1074565000001,j,j,1,1.2875562999997783,373.35379869999974,373.35379869999974,373.35379869999974,373.35379869999974,373.35379869999974,373.35379869999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,3,13,67,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,373.35379869999974,373.35379869999974,373.35379869999974,373.35379869999974,374.32942019999996,374.3999409999999,l,l,1,1.1887841999996454,375.5458256999998,375.5458256999998,375.5458256999998,375.5458256999998,375.5458256999998,375.5458256999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,3,14,68,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,375.5458256999998,375.5458256999998,375.5458256999998,375.5458256999998,376.51867530000004,376.58553879999977,j,j,1,1.007098799999767,377.55905700000017,377.55905700000017,377.55905700000017,377.55905700000017,377.55905700000017,377.55905700000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,3,15,69,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,377.55905700000017,377.55905700000017,377.55905700000017,377.55905700000017,378.5373916000001,378.60517619999996,l,l,1,1.27709859999959,379.83965280000007,379.83965280000007,379.83965280000007,379.83965280000007,379.83965280000007,379.83965280000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,3,16,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,379.83965280000007,379.83965280000007,379.83965280000007,379.83965280000007,380.8185728000001,380.88403110000013,k,k,1,0.9948112000001856,381.83449570000016,381.83449570000016,381.83449570000016,381.83449570000016,381.83449570000016,381.83449570000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,3,17,71,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,neutral,381.83449570000016,381.83449570000016,381.83449570000016,381.83449570000016,382.8043623000001,382.8687275,k,k,1,0.9120603000001211,383.74666779999984,383.74666779999984,383.74666779999984,383.74666779999984,383.74666779999984,383.74666779999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,4,0,72,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,383.74666779999984,383.74666779999984,383.74666779999984,383.74666779999984,384.73409590000006,384.7678819999999,l,l,1,1.4778425999998035,386.2297741,386.2297741,386.2297741,386.2297741,386.2297741,386.2297741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,4,1,73,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,386.2297741,386.2297741,386.2297741,386.2297741,387.2087651999998,387.2782036000001,l,l,1,0.9649662000001626,388.19492130000003,388.19492130000003,388.19492130000003,388.19492130000003,388.19492130000003,388.19492130000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,4,2,74,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,388.19492130000003,388.19492130000003,388.19492130000003,388.19492130000003,389.17311510000013,389.24244969999995,k,k,1,1.0251853999998275,390.2268338000001,390.2268338000001,390.2268338000001,390.2268338000001,390.2268338000001,390.2268338000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,4,3,75,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,390.2268338000001,390.2268338000001,390.2268338000001,390.2268338000001,391.2216698999998,391.25504209999986,j,j,1,1.2551235999999335,392.4853396000001,392.4853396000001,392.4853396000001,392.4853396000001,392.4853396000001,392.4853396000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,4,4,76,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,392.4853396000001,392.4853396000001,392.4853396000001,392.4853396000001,393.45425,393.52370159999987,l,l,1,1.0691906000001836,394.5565340999999,394.5565340999999,394.5565340999999,394.5565340999999,394.5565340999999,394.5565340999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,4,5,77,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,394.5565340999999,394.5565340999999,394.5565340999999,394.5565340999999,395.54127919999996,395.57352430000014,j,j,1,1.1970123999999487,396.7566297000001,396.7566297000001,396.7566297000001,396.7566297000001,396.7566297000001,396.7566297000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,4,6,78,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,396.7566297000001,396.7566297000001,396.7566297000001,396.7566297000001,397.73289249999993,397.8010259,k,k,1,0.9696388000002116,398.7320913000001,398.7320913000001,398.7320913000001,398.7320913000001,398.7320913000001,398.7320913000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,4,7,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,398.7320913000001,398.7320913000001,398.7320913000001,398.7320913000001,399.7141312000001,399.78073960000006,k,k,1,0.9666806999998698,400.69924560000004,400.69924560000004,400.69924560000004,400.69924560000004,400.69924560000004,400.69924560000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,4,8,80,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,400.69924560000004,400.69924560000004,400.69924560000004,400.69924560000004,401.6784446999998,401.74677510000015,j,j,1,1.1360736000001452,402.8463055999998,402.8463055999998,402.8463055999998,402.8463055999998,402.8463055999998,402.8463055999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,4,9,81,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,neutral,402.8463055999998,402.8463055999998,402.8463055999998,402.8463055999998,403.8105214999998,403.87664830000017,k,k,1,1.070709799999804,404.91467899999975,404.91467899999975,404.91467899999975,404.91467899999975,404.91467899999975,404.91467899999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,4,10,82,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,404.91467899999975,404.91467899999975,404.91467899999975,404.91467899999975,405.9104415999998,405.94339990000003,l,l,1,1.2458302000000003,407.1642341999998,407.1642341999998,407.1642341999998,407.1642341999998,407.1642341999998,407.1642341999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,4,11,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,407.1642341999998,407.1642341999998,407.1642341999998,407.1642341999998,408.13704380000013,408.2049635999999,j,j,1,1.1779711999997744,409.3450319000001,409.3450319000001,409.3450319000001,409.3450319000001,409.3450319000001,409.3450319000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,4,12,84,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,negative,409.3450319000001,409.3450319000001,409.3450319000001,409.3450319000001,410.33368910000013,410.36864260000016,j,j,1,1.1041584999998122,411.45428590000006,411.45428590000006,411.45428590000006,411.45428590000006,411.45428590000006,411.45428590000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,4,13,85,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,411.45428590000006,411.45428590000006,411.45428590000006,411.45428590000006,412.4527915000001,412.48601840000015,j,j,1,1.0985132999999223,413.55544480000003,413.55544480000003,413.55544480000003,413.55544480000003,413.55544480000003,413.55544480000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,4,14,86,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,neutral,413.55544480000003,413.55544480000003,413.55544480000003,413.55544480000003,414.5340300999999,414.6026285999999,k,k,1,1.0725667000001522,415.63359669999977,415.63359669999977,415.63359669999977,415.63359669999977,415.63359669999977,415.63359669999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,4,15,87,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,415.63359669999977,415.63359669999977,415.63359669999977,415.63359669999977,416.6173394,416.65245260000006,k,k,1,0.9029425999997329,417.5370725,417.5370725,417.5370725,417.5370725,417.5370725,417.5370725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,4,16,88,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,positive,417.5370725,417.5370725,417.5370725,417.5370725,418.51417160000005,418.58140549999985,l,l,1,1.0507947000000968,419.59807350000005,419.59807350000005,419.59807350000005,419.59807350000005,419.59807350000005,419.59807350000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,4,17,89,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,419.59807350000005,419.59807350000005,419.59807350000005,419.59807350000005,420.5656031000001,420.63178219999986,l,l,1,1.2581562000000304,421.85323189999986,421.85323189999986,421.85323189999986,421.85323189999986,421.85323189999986,421.85323189999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,5,0,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,421.85323189999986,421.85323189999986,421.85323189999986,421.85323189999986,422.8429177999999,422.876618,l,l,1,1.1485807999997633,424.00550420000013,424.00550420000013,424.00550420000013,424.00550420000013,424.00550420000013,424.00550420000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,5,1,91,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,424.00550420000013,424.00550420000013,424.00550420000013,424.00550420000013,424.99041710000006,425.02350709999996,k,k,1,0.9925865000000158,426.0098706000001,426.0098706000001,426.0098706000001,426.0098706000001,426.0098706000001,426.0098706000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,5,2,92,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,426.0098706000001,426.0098706000001,426.0098706000001,426.0098706000001,426.9771755999998,427.04425590000005,l,l,1,1.0988572999999633,428.1082620999998,428.1082620999998,428.1082620999998,428.1082620999998,428.1082620999998,428.1082620999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,5,3,93,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,428.1082620999998,428.1082620999998,428.1082620999998,428.1082620999998,429.07773489999977,429.1446352999999,j,j,1,1.2553176999999778,430.3659820999999,430.3659820999999,430.3659820999999,430.3659820999999,430.3659820999999,430.3659820999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,5,4,94,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,430.3659820999999,430.3659820999999,430.3659820999999,430.3659820999999,431.35409760000016,431.39487669999994,l,l,1,0.9999301000002561,432.37470389999976,432.37470389999976,432.37470389999976,432.37470389999976,432.37470389999976,432.37470389999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,5,5,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,432.37470389999976,432.37470389999976,432.37470389999976,432.37470389999976,433.35249409999983,433.41862149999974,j,j,1,1.3937716999998884,434.76637030000006,434.76637030000006,434.76637030000006,434.76637030000006,434.76637030000006,434.76637030000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,5,6,96,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,434.76637030000006,434.76637030000006,434.76637030000006,434.76637030000006,435.7481320999998,435.8161027999997,j,j,1,1.1683984999999666,436.94082589999994,436.94082589999994,436.94082589999994,436.94082589999994,436.94082589999994,436.94082589999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,5,7,97,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,436.94082589999994,436.94082589999994,436.94082589999994,436.94082589999994,437.9313461999998,437.9665346999998,k,k,1,1.124527500000113,439.06991889999995,439.06991889999995,439.06991889999995,439.06991889999995,439.06991889999995,439.06991889999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,5,8,98,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,439.06991889999995,439.06991889999995,439.06991889999995,439.06991889999995,440.0632675999998,440.0984022,k,k,1,1.23086289999992,441.30240160000017,441.30240160000017,441.30240160000017,441.30240160000017,441.30240160000017,441.30240160000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,5,9,99,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,441.30240160000017,441.30240160000017,441.30240160000017,441.30240160000017,442.2928918,442.3259661999998,j,j,1,1.1782410999999229,443.4810645,443.4810645,443.4810645,443.4810645,443.4810645,443.4810645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,5,10,100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,443.4810645,443.4810645,443.4810645,443.4810645,444.47489710000013,444.51067839999973,k,k,1,1.1175458999996408,445.6004876999998,445.6004876999998,445.6004876999998,445.6004876999998,445.6004876999998,445.6004876999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,2022-11-02_11h35.29.661,Main,2022.2.2,60.67040800855385,
