distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.clicked_name,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
positive,blue,2,k,None,,,,,,,,,0,197,197,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.082094700075686,678.7709727000911,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,198,198,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4980950001627207,680.854142599972,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,199,199,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498543599853292,683.3537196000107,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,200,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.2661756000015885,685.8539742000867,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,201,201,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0314582998398691,688.1216678000055,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,202,202,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9991548999678344,690.1542571999598,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,1,None,None,,,,,,,,,0,203,203,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4975257001351565,692.1550865001045,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,204,204,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498666100203991,694.653748499928,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,1,None,None,,,,,,,,,0,205,205,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986414001323283,697.1543964999728,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,206,206,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987211001571268,699.6543872000184,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,207,207,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9488396001979709,702.1565974000841,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,208,208,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.497953200014308,704.1052806000225,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,209,209,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9999993999954313,706.6054406000767,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,2,None,None,,,,,,,,,0,210,210,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4963266998529434,708.6071275998838,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,211,211,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988808000925928,711.1044848999009,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,212,212,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.136200699955225,713.6055228998885,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,213,213,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.7632333999499679,715.7425112999044,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,214,214,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8387609000783414,719.520582200028,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,215,215,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.496058200020343,721.3688238000032,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,216,216,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4967159000225365,723.8580370000564,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,217,217,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982863999903202,726.3554475998972,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,218,218,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498545200098306,728.8551382999867,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,2,None,None,,,,,,,,,0,219,219,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987103000748903,731.3552538000513,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,220,220,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498541999841109,733.8561885999516,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,221,221,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.833993700100109,736.3563618001062,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4957886999472976,738.1921695000492,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,223,223,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.3154243000317365,740.6886394999456,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,224,224,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.49812989984639,743.0056455000304,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,225,225,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.3008890999481082,745.5050399000756,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,226,226,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4964954000897706,747.8096725998912,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,2,None,None,,,,,,,,,0,227,227,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4990085000172257,750.3061281000264,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,228,228,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8823863998986781,752.8062154001091,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,229,229,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.497519699856639,754.6897857000586,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,230,230,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498757400084287,757.1889476000797,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,231,231,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498074100119993,759.6890110999811,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,1,None,None,,,,,,,,,0,232,232,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988141998182982,762.1882950998843,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,233,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0010384998749942,764.6895282999612,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,234,234,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.4139492998365313,766.6920549999923,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,235,235,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8328209000173956,769.1071617000271,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,1,None,None,,,,,,,,,0,236,236,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4960621998179704,770.9418905999046,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,2,None,None,,,,,,,,,0,237,237,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984035999514163,773.4392121001147,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,238,238,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984961000736803,775.9389549000189,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,239,239,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.433348200051114,778.4389064998832,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.8719949999359,None,,,,,,,,
