target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,mouse_2.clicked_name,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
neutral,negative,2,k,k,,,,,,,,,1,1,19,16,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,k,k,1,0.6498690000153147,237.42698709998513,238.44765349998488,238.40084499999648,None,237.42698709998513,None,237.42698709998513,None,237.42698709998513,None,239.06496229998302,None,239.06496229998302,None,239.06496229998302,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,positive,1,j,l,,,,,,,,,1,2,20,6,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,j,j,1,0.8152383999840822,239.08030420000432,240.10095649998402,240.08115220000036,None,239.08030420000432,None,239.08030420000432,None,239.08030420000432,None,240.8824189999781,None,240.8824189999781,None,240.8824189999781,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,positive,2,k,k,,,,,,,,,1,3,21,13,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,neutral,k,k,1,0.7958199999993667,240.9012270999956,241.90465449998737,241.8851704999979,None,240.9012270999956,None,240.9012270999956,None,240.9012270999956,None,242.67983230000246,None,242.67983230000246,None,242.67983230000246,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,neutral,1,j,l,,,,,,,,,1,4,22,3,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,j,j,1,0.7673808999825269,242.69587279998814,243.70666789999814,243.68940329999896,None,242.69587279998814,None,242.69587279998814,None,242.69587279998814,None,244.45069489998278,None,244.45069489998278,None,244.45069489998278,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,positive,1,l,j,,,,,,,,,1,5,23,2,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,l,l,1,0.7935746999864932,244.47064159999718,245.4739500999858,245.44001339998795,None,244.47064159999718,None,244.47064159999718,None,244.47064159999718,None,246.2442068999866,None,246.2442068999866,None,246.2442068999866,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,2,l,j,,,,,,,,,1,6,24,14,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,l,l,1,0.6948240000056103,246.26229809998767,247.28164499998093,247.24012360000052,None,246.26229809998767,None,246.26229809998767,None,246.26229809998767,None,247.94329000000144,None,247.94329000000144,None,247.94329000000144,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,neutral,2,k,k,,,,,,,,,1,7,25,10,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,k,k,1,0.7152780999895185,247.95872090000194,248.97359290000168,248.93991009998717,None,247.95872090000194,None,247.95872090000194,None,247.95872090000194,None,249.66086189999479,None,249.66086189999479,None,249.66086189999479,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,2,j,l,,,,,,,,,1,8,26,9,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,j,j,1,0.732603200012818,249.67633069999283,250.68471939998562,250.6649108999991,None,249.67633069999283,None,249.67633069999283,None,249.67633069999283,None,251.39409289998585,None,251.39409289998585,None,251.39409289998585,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,1,l,j,,,,,,,,,1,9,27,8,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,l,l,1,0.7968590999953449,251.41227589998743,252.42359249998117,252.40452439998626,None,251.41227589998743,None,251.41227589998743,None,251.41227589998743,None,253.19590649998864,None,253.19590649998864,None,253.19590649998864,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,positive,2,l,j,,,,,,,,,1,10,28,11,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,l,l,1,0.7534576999896672,253.21273879997898,254.22058369999286,254.20135249997838,None,253.21273879997898,None,253.21273879997898,None,253.21273879997898,None,254.95207779997727,None,254.95207779997727,None,254.95207779997727,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,1,l,j,,,,,,,,,1,11,29,5,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,l,l,1,0.8237056999932975,254.96798739998485,255.9708916999807,255.95153009999194,None,254.96798739998485,None,254.96798739998485,None,254.96798739998485,None,256.7762872999941,None,256.7762872999941,None,256.7762872999941,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,neutral,1,k,k,,,,,,,,,1,12,30,1,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,k,k,1,0.7165375000040513,256.7932096000004,257.80884119999246,257.77436929999385,None,256.7932096000004,None,256.7932096000004,None,256.7932096000004,None,258.49628840000366,None,258.49628840000366,None,258.49628840000366,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,positive,1,k,k,,,,,,,,,1,13,31,4,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,k,k,1,0.6372785000130534,258.5129520999908,259.5346320999961,259.48851729999296,None,258.5129520999908,None,258.5129520999908,None,258.5129520999908,None,260.1368798999814,None,260.1368798999814,None,260.1368798999814,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,neutral,2,j,l,,,,,,,,,1,14,32,12,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,j,j,1,0.7401185000198893,260.1526534000004,261.15658959999564,261.140043899999,None,260.1526534000004,None,260.1526534000004,None,260.1526534000004,None,261.8799592999916,None,261.8799592999916,None,261.8799592999916,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,2,l,j,,,,,,,,,1,15,33,17,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,l,l,1,0.7002667999768164,261.89500429999316,262.9014654000057,262.9014654000057,None,261.89500429999316,None,261.89500429999316,None,261.89500429999316,None,263.5810091999941,None,263.5810091999941,None,263.5810091999941,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,positive,2,j,l,,,,,,,,,1,16,34,15,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,negative,j,j,1,0.6675244999933057,263.59843699997873,264.608860599983,264.5734354000015,None,263.59843699997873,None,263.59843699997873,None,263.59843699997873,None,265.25213559999827,None,265.25213559999827,None,265.25213559999827,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,1,k,k,,,,,,,,,1,17,35,7,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,k,k,1,0.6984329999831971,265.2675470999966,266.2738240000035,266.2560331999848,None,265.2675470999966,None,265.2675470999966,None,265.2675470999966,None,266.95275599999,None,266.95275599999,None,266.95275599999,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,positive,2,j,l,,,,,,,,,2,0,36,15,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,j,j,1,0.7163889000075869,266.9717592999805,267.97386080000433,267.9545072999899,None,266.9717592999805,None,266.9717592999805,None,266.9717592999805,None,268.67180159999987,None,268.67180159999987,None,268.67180159999987,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,positive,1,k,k,,,,,,,,,2,1,37,4,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,neutral,k,k,1,1.6456407999794465,268.68905950000044,269.69088379997993,269.67368789998,None,268.68905950000044,None,268.68905950000044,None,268.68905950000044,None,271.32391149998875,None,271.32391149998875,None,271.32391149998875,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,1,l,j,,,,,,,,,2,2,38,5,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,l,l,1,1.2140271000098437,272.3434976999997,273.35692160000326,273.32359479999286,None,272.3434976999997,None,272.3434976999997,None,272.3434976999997,None,274.54266049998694,None,274.54266049998694,None,274.54266049998694,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,2,l,j,,,,,,,,,2,3,39,17,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,l,l,1,1.1954403000127058,274.5596402999945,275.56818329999805,275.54840679999324,None,274.5596402999945,None,274.5596402999945,None,274.5596402999945,None,276.74101199998984,None,276.74101199998984,None,276.74101199998984,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,2,k,k,,,,,,,,,2,4,40,16,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,k,k,1,0.7190015000232961,276.75718829999096,277.7578794999863,277.74023609998403,None,276.75718829999096,None,276.75718829999096,None,276.75718829999096,None,278.46439889999453,None,278.46439889999453,None,278.46439889999453,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,2,l,j,,,,,,,,,2,5,41,14,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,l,l,1,0.7635279000096489,278.479743999982,279.49837580000167,279.4715517000004,None,278.479743999982,None,278.479743999982,None,278.479743999982,None,280.2306676999782,None,280.2306676999782,None,280.2306676999782,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,neutral,2,j,l,,,,,,,,,2,6,42,12,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,j,j,1,0.9071269000123721,280.2468491999898,281.2516143999819,281.2516143999819,None,280.2468491999898,None,280.2468491999898,None,280.2468491999898,None,282.13999459997865,None,282.13999459997865,None,282.13999459997865,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,positive,1,j,l,,,,,,,,,2,7,43,6,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,j,j,1,0.746063900005538,282.15632439998444,283.15840739998384,283.12375559998327,None,282.15632439998444,None,282.15632439998444,None,282.15632439998444,None,283.888958300004,None,283.888958300004,None,283.888958300004,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,neutral,2,k,k,,,,,,,,,2,8,44,10,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,k,k,1,0.7713285999780055,283.90584699998726,284.9153865999833,284.8909512999817,None,283.90584699998726,None,283.90584699998726,None,283.90584699998726,None,285.6636472999875,None,285.6636472999875,None,285.6636472999875,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,1,j,l,,,,,,,,,2,9,45,0,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,j,j,1,0.8805791999911889,285.68000429999665,286.6925094999897,286.65847959998064,None,285.68000429999665,None,285.68000429999665,None,285.68000429999665,None,287.5452589999826,None,287.5452589999826,None,287.5452589999826,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,neutral,1,k,k,,,,,,,,,2,10,46,1,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,k,k,1,0.7492884999956004,287.5612723999948,288.5855215000047,288.540643299988,None,287.5612723999948,None,287.5612723999948,None,287.5612723999948,None,289.29842049998695,None,289.29842049998695,None,289.29842049998695,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,positive,2,l,j,,,,,,,,,2,11,47,11,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,positive,l,l,1,0.7507514999888372,289.3146761999815,290.33551509998506,290.2908559999778,None,289.3146761999815,None,289.3146761999815,None,289.3146761999815,None,291.0518267999927,None,291.0518267999927,None,291.0518267999927,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,positive,2,k,k,,,,,,,,,2,12,48,13,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,k,k,1,0.7854099000105634,291.06978769999114,292.0906541000004,292.0517809999874,None,291.06978769999114,None,291.06978769999114,None,291.06978769999114,None,292.83951889997695,None,292.83951889997695,None,292.83951889997695,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,1,k,k,,,,,,,,,2,13,49,7,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,k,k,1,0.7528442000038922,292.85622769998736,293.8819956999796,293.83542399998987,None,292.85622769998736,None,292.85622769998736,None,292.85622769998736,None,294.5940968999988,None,294.5940968999988,None,294.5940968999988,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,neutral,1,j,l,,,,,,,,,2,14,50,3,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,j,j,1,0.8384096999943722,294.60991820000345,295.6243003999989,295.59048399998574,None,294.60991820000345,None,294.60991820000345,None,294.60991820000345,None,296.4363362999924,None,296.4363362999924,None,296.4363362999924,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,2,j,l,,,,,,,,,2,15,51,9,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,j,j,1,0.7817702000029385,296.4554571000044,297.45830040000146,297.4244309999922,None,296.4554571000044,None,296.4554571000044,None,296.4554571000044,None,298.22110189998637,None,298.22110189998637,None,298.22110189998637,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,positive,1,l,j,,,,,,,,,2,16,52,2,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,l,l,1,0.758637799997814,298.2397132999904,299.25767259998247,299.21846579998964,None,298.2397132999904,None,298.2397132999904,None,298.2397132999904,None,299.98353579998945,None,299.98353579998945,None,299.98353579998945,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,1,l,j,,,,,,,,,2,17,53,8,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,l,l,1,0.6994357999938074,299.9994926999789,301.0077342999866,300.9738197999832,None,299.9994926999789,None,299.9994926999789,None,299.9994926999789,None,301.6836335999891,None,301.6836335999891,None,301.6836335999891,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,positive,2,j,l,,,,,,,,,3,0,54,15,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,negative,j,j,1,0.7763846000016201,301.7015740000061,302.715503799991,302.6744722999865,None,301.7015740000061,None,301.7015740000061,None,301.7015740000061,None,303.4622667999996,None,303.4622667999996,None,303.4622667999996,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,positive,2,l,j,,,,,,,,,3,1,55,11,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,positive,l,l,1,0.6712648999819066,303.47789759997977,304.488552099996,304.4690816999937,None,303.47789759997977,None,303.47789759997977,None,303.47789759997977,None,305.1373784999945,None,305.1373784999945,None,305.1373784999945,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,neutral,1,j,l,,,,,,,,,3,2,56,3,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,j,j,1,0.7548449999885634,305.15727389999665,306.1742474999919,306.136128299986,None,305.15727389999665,None,305.15727389999665,None,305.15727389999665,None,306.89332779998074,None,306.89332779998074,None,306.89332779998074,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,positive,1,k,k,,,,,,,,,3,3,57,4,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,k,k,1,0.7863360000192188,306.9096767999872,307.932281699992,307.8908797999902,None,306.9096767999872,None,306.9096767999872,None,306.9096767999872,None,308.68221899998605,None,308.68221899998605,None,308.68221899998605,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,2,l,j,,,,,,,,,3,4,58,17,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,l,l,1,0.7286360000143759,308.6991649999982,309.7161918999918,309.67428519998793,None,308.6991649999982,None,308.6991649999982,None,308.6991649999982,None,310.4125271999859,None,310.4125271999859,None,310.4125271999859,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,2,l,j,,,,,,,,,3,5,59,14,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,l,l,1,0.6519384999992326,310.42698259997997,311.4416752999823,311.40786539998953,None,310.42698259997997,None,310.42698259997997,None,310.42698259997997,None,312.06838799999093,None,312.06838799999093,None,312.06838799999093,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,2,j,l,,,,,,,,,3,6,60,9,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,j,j,1,1.2893864999932703,312.0869438999798,313.0922283999971,313.0579390999919,None,312.0869438999798,None,312.0869438999798,None,312.0869438999798,None,314.35904759998664,None,314.35904759998664,None,314.35904759998664,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,1,l,j,,,,,,,,,3,7,61,8,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,l,l,1,0.7071239999786485,314.37473159999354,315.3862966999877,315.36597240000265,None,314.37473159999354,None,314.37473159999354,None,314.37473159999354,None,316.0700891999935,None,316.0700891999935,None,316.0700891999935,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,neutral,1,k,k,,,,,,,,,3,8,62,1,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,k,k,1,0.6560901000048034,316.0858795999957,317.1023205999809,317.05770020000637,None,316.0858795999957,None,316.0858795999957,None,316.0858795999957,None,317.72606089999897,None,317.72606089999897,None,317.72606089999897,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,1,j,l,,,,,,,,,3,9,63,0,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,j,k,0,0.5720168999978341,317.7436226999853,318.7691560999956,318.72455959999934,None,317.7436226999853,None,317.7436226999853,None,317.7436226999853,None,319.3116306999873,None,319.3116306999873,None,319.3116306999873,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,positive,1,j,l,,,,,,,,,3,10,64,6,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,j,j,1,0.7730475999996997,320.32669069999247,321.34147959999973,321.3223555999866,None,320.32669069999247,None,320.32669069999247,None,320.32669069999247,None,322.0870224000013,None,322.0870224000013,None,322.0870224000013,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,2,k,k,,,,,,,,,3,11,65,16,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,k,k,1,0.8408088999858592,322.1064523999812,323.12472540000454,323.0862316999992,None,322.1064523999812,None,322.1064523999812,None,322.1064523999812,None,323.92875569998284,None,323.92875569998284,None,323.92875569998284,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,positive,1,l,j,,,,,,,,,3,12,66,2,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,l,l,1,0.7035960000066552,323.945272699988,324.95759390000603,324.9191394999798,None,323.945272699988,None,323.945272699988,None,323.945272699988,None,325.63620939999817,None,325.63620939999817,None,325.63620939999817,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,1,l,j,,,,,,,,,3,13,67,5,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,l,l,1,0.6587208999844734,325.65653079998447,326.67507120000664,326.6362760000047,None,325.65653079998447,None,325.65653079998447,None,325.65653079998447,None,327.2966884999827,None,327.2966884999827,None,327.2966884999827,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,1,k,k,,,,,,,,,3,14,68,7,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,k,k,1,0.8474937999853864,327.3137609999976,328.3270814999996,328.2915785999794,None,327.3137609999976,None,327.3137609999976,None,327.3137609999976,None,329.1472265999822,None,329.1472265999822,None,329.1472265999822,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,positive,2,k,k,,,,,,,,,3,15,69,13,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,k,k,1,0.7189432999875862,329.1638490000041,330.1693028000009,330.14943219997804,None,329.1638490000041,None,329.1638490000041,None,329.1638490000041,None,330.8707619999826,None,330.8707619999826,None,330.8707619999826,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,neutral,2,j,l,,,,,,,,,3,16,70,12,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,j,j,1,0.8086534999893047,330.89067579997936,331.8917931999895,331.87479289999465,None,330.89067579997936,None,330.89067579997936,None,330.89067579997936,None,332.6800855999812,None,332.6800855999812,None,332.6800855999812,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,neutral,2,k,k,,,,,,,,,3,17,71,10,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,k,k,1,0.6456273999938276,332.69580009998754,333.7085100999975,333.6694418999832,None,332.69580009998754,None,332.69580009998754,None,332.69580009998754,None,334.32818540000005,None,334.32818540000005,None,334.32818540000005,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,neutral,1,j,l,,,,,,,,,4,0,72,3,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,j,j,1,0.7811404000094626,334.34600359998876,335.3666102999996,335.3253698000044,None,334.34600359998876,None,334.34600359998876,None,334.34600359998876,None,336.11163969999177,None,336.11163969999177,None,336.11163969999177,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,neutral,2,k,k,,,,,,,,,4,1,73,10,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,k,k,1,0.665881699998863,336.1280501000001,337.1495900999871,337.1080823999946,None,336.1280501000001,None,336.1280501000001,None,336.1280501000001,None,337.78123050000283,None,337.78123050000283,None,337.78123050000283,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,1,l,j,,,,,,,,,4,2,74,8,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,l,l,1,0.7785208999994211,337.7961910000013,338.8031977999781,338.8031977999781,None,337.7961910000013,None,337.7961910000013,None,337.7961910000013,None,339.5602004999877,None,339.5602004999877,None,339.5602004999877,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,2,k,k,,,,,,,,,4,3,75,16,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,k,k,1,0.7652610000222921,339.5769435999973,340.5863765999966,340.56670749999466,None,339.5769435999973,None,339.5769435999973,None,339.5769435999973,None,341.3281001999916,None,341.3281001999916,None,341.3281001999916,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,1,k,k,,,,,,,,,4,4,76,7,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,k,k,1,0.7156772000016645,341.3460926999978,342.36655710000196,342.32526650000364,None,341.3460926999978,None,341.3460926999978,None,341.3460926999978,None,343.04792369998756,None,343.04792369998756,None,343.04792369998756,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,2,j,l,,,,,,,,,4,5,77,9,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,j,j,1,0.7659999000024982,343.06333549998817,344.07501549998415,344.05665959999897,None,343.06333549998817,None,343.06333549998817,None,343.06333549998817,None,344.8164587999985,None,344.8164587999985,None,344.8164587999985,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,positive,2,l,j,,,,,,,,,4,6,78,11,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,positive,l,l,1,0.7596043999947142,344.83372159997816,345.8507619999873,345.8081888000015,None,344.83372159997816,None,344.83372159997816,None,344.83372159997816,None,346.5778797000006,None,346.5778797000006,None,346.5778797000006,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
