target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,key_resp.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,73.4898917999817,17.75536741002579,None,91.26789600000484,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,1,l,j,,,,,0,0,0,8,,,,,,,,,,,112.93422250001458,None,prac,2,2,1,neutral,positive,j,j,1,1.7268212999915704,114.96626630000537,115.97000090003712,115.95339300000342,None,114.96626630000537,None,114.96626630000537,None,114.96626630000537,None,117.68687820003834,None,117.68687820003834,None,117.68687820003834,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,2,k,k,,,,,0,1,1,10,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.8342439999687485,118.70179710001685,119.7010094000143,119.68668720003916,None,118.70179710001685,None,118.70179710001685,None,118.70179710001685,None,120.51747511001886,None,120.51747511001886,None,120.51747511001886,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,1,k,k,,,,,0,2,2,7,,,,,,,,,,,,,prac,1,1,1,negative,neutral,k,k,1,0.7979455000022426,120.52680410002358,121.53657760005444,121.51989550003782,None,120.52680410002358,None,120.52680410002358,None,120.52680410002358,None,122.31716751005152,None,122.31716751005152,None,122.31716751005152,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,2,k,k,,,,,0,3,3,13,,,,,,,,,,,,,prac,2,2,2,positive,neutral,k,k,1,0.8146142000332475,122.3344589000335,123.33389470004477,123.31722440000158,None,122.3344589000335,None,122.3344589000335,None,122.3344589000335,None,124.13387771003764,None,124.13387771003764,None,124.13387771003764,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,2,j,l,,,,,0,4,4,15,,,,,,,,,,,,,prac,2,2,2,positive,negative,l,l,1,0.8487719999975525,124.14895120001165,125.1531854000059,125.13422390003689,None,124.14895120001165,None,124.14895120001165,None,124.14895120001165,None,125.98413291003672,None,125.98413291003672,None,125.98413291003672,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,1,l,j,,,,,0,5,5,5,,,,,,,,,,,,,prac,2,2,1,negative,positive,j,j,1,1.1320181000046432,126.0042170000379,127.01753190002637,126.98642710002605,None,126.0042170000379,None,126.0042170000379,None,126.0042170000379,None,128.11741201003898,None,128.11741201003898,None,128.11741201003898,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,1,j,l,,,,,0,6,6,6,,,,,,,,,,,,,prac,2,2,1,positive,negative,l,l,1,0.8827837000135332,128.13584700005595,129.1363053000532,129.11980520002544,None,128.13584700005595,None,128.13584700005595,None,128.13584700005595,None,130.0007191100216,None,130.0007191100216,None,130.0007191100216,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,2,k,k,,,,,0,7,7,16,,,,,,,,,,,,,prac,1,1,2,negative,neutral,k,k,1,0.7643540999852121,130.01155520003522,131.01965660002315,131.00306510005612,None,130.01155520003522,None,130.01155520003522,None,130.01155520003522,None,131.76704851003015,None,131.76704851003015,None,131.76704851003015,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,1,k,k,,,,,0,8,8,1,,,,,,,,,,,,,prac,1,1,1,neutral,neutral,k,k,1,0.7484367999713868,131.78295610001078,132.7836797000491,132.76702250004746,None,131.78295610001078,None,131.78295610001078,None,131.78295610001078,None,133.5169674100529,None,133.5169674100529,None,133.5169674100529,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,1,l,j,,,,,0,9,9,2,,,,,,,,,,,,,prac,2,2,1,positive,positive,j,j,1,0.9491515000117943,133.51704560004873,134.51704910001718,134.51704910001718,None,133.51704560004873,None,133.51704560004873,None,133.51704560004873,None,135.46727921005223,None,135.46727921005223,None,135.46727921005223,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,2,l,j,,,,,0,10,10,11,,,,,,,,,,,,,prac,2,2,2,positive,positive,j,j,1,0.9481916999793611,135.47102280001855,136.48619320004946,136.4696069000056,None,135.47102280001855,None,135.47102280001855,None,135.47102280001855,None,137.41721991001978,None,137.41721991001978,None,137.41721991001978,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,1,j,l,,,,,0,11,11,3,,,,,,,,,,,,,prac,1,1,1,neutral,negative,l,l,1,0.798076500010211,137.421189900022,138.43618150003022,138.4195879000472,None,137.421189900022,None,137.421189900022,None,137.421189900022,None,139.21719711000915,None,139.21719711000915,None,139.21719711000915,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,2,l,j,,,,,0,12,12,14,,,,,,,,,,,,,prac,2,2,2,negative,positive,j,j,1,0.831902000005357,139.2329885000363,140.23607810004614,140.2195513000479,None,139.2329885000363,None,139.2329885000363,None,139.2329885000363,None,141.0504926100315,None,141.0504926100315,None,141.0504926100315,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,2,j,l,,,,,0,13,13,12,,,,,,,,,,,,,prac,1,1,2,neutral,negative,l,l,1,0.9314930000109598,141.06519910000497,142.06943250005133,142.0527613000013,None,141.06519910000497,None,141.06519910000497,None,141.06519910000497,None,142.98343321000576,None,142.98343321000576,None,142.98343321000576,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,2,l,j,,,,,0,14,14,17,,,,,,,,,,,,,prac,2,2,2,neutral,positive,j,j,1,0.7820342999766581,142.98352190002333,143.98350200004643,143.98350200004643,None,142.98352190002333,None,142.98352190002333,None,142.98352190002333,None,144.76679181005457,None,144.76679181005457,None,144.76679181005457,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,1,k,k,,,,,0,15,15,4,,,,,,,,,,,,,prac,1,1,1,positive,neutral,k,k,1,0.7821990000084043,144.7716381000355,145.7860230000224,145.76941010000883,None,144.7716381000355,None,144.7716381000355,None,144.7716381000355,None,146.55036631000112,None,146.55036631000112,None,146.55036631000112,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,1,j,l,,,,,0,16,16,0,,,,,,,,,,,,,prac,2,2,1,negative,negative,l,l,1,0.8987736999988556,146.55354570003692,147.55270560004283,147.55270560004283,None,146.55354570003692,None,146.55354570003692,None,146.55354570003692,None,148.45033721003566,None,148.45033721003566,None,148.45033721003566,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,2,j,l,,,,,0,17,17,9,,,,,,,,,,,,,prac,1,1,2,negative,negative,l,l,1,0.8149338999646716,148.45368960004998,149.46915680001257,149.45264620002126,None,148.45368960004998,None,148.45368960004998,None,148.45368960004998,None,150.26697941002786,None,150.26697941002786,None,150.26697941002786,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,1,k,k,,,,,1,0,18,7,,,,,,,,,,,,,prac,1,1,1,negative,neutral,k,k,1,0.8048293000319973,150.27284560003318,151.28591240005335,151.2526610000059,None,150.27284560003318,None,150.27284560003318,None,150.27284560003318,None,152.0691142100317,None,152.0691142100317,None,152.0691142100317,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,2,l,j,,,,,1,1,19,11,,,,,,,,,,,,,prac,1,1,2,positive,positive,j,j,1,0.7264579000184312,152.09068470000057,153.09997920005117,153.0833065000479,None,152.09068470000057,None,152.09068470000057,None,152.09068470000057,None,153.7998797100212,None,153.7998797100212,None,153.7998797100212,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,1,l,j,,,,,1,2,20,5,,,,,,,,,,,,,prac,1,1,1,negative,positive,j,j,1,0.9643137999810278,153.8004506000434,154.79994630004512,154.79994630004512,None,153.8004506000434,None,153.8004506000434,None,153.8004506000434,None,155.7665470100532,None,155.7665470100532,None,155.7665470100532,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,1,k,k,,,,,1,3,21,4,,,,,,,,,,,,,prac,1,1,1,positive,neutral,k,k,1,0.8004694000119343,155.76926210004603,156.78329300001496,156.76662490004674,None,155.76926210004603,None,155.76926210004603,None,155.76926210004603,None,157.56914661004558,None,157.56914661004558,None,157.56914661004558,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,2,k,k,,,,,1,4,22,16,,,,,,,,,,,,,prac,2,2,2,negative,neutral,k,k,1,0.6460703000193462,157.57195730000967,158.58574200002477,158.56916450004792,None,157.57195730000967,None,157.57195730000967,None,157.57195730000967,None,159.2168102100317,None,159.2168102100317,None,159.2168102100317,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,2,j,l,,,,,1,5,23,9,,,,,,,,,,,,,prac,1,1,2,negative,negative,l,l,1,0.7987542999908328,159.2208066000021,160.2358195000561,160.21914990001824,None,159.2208066000021,None,159.2208066000021,None,159.2208066000021,None,161.01672541001463,None,161.01672541001463,None,161.01672541001463,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,2,k,k,,,,,1,6,24,13,,,,,,,,,,,,,prac,1,1,2,positive,neutral,k,k,1,0.6673754000221379,161.01996940001845,162.01908200001344,162.01908200001344,None,161.01996940001845,None,161.01996940001845,None,161.01996940001845,None,162.68561471003923,None,162.68561471003923,None,162.68561471003923,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,1,j,l,,,,,1,7,25,0,,,,,,,,,,,,,prac,1,1,1,negative,negative,l,l,1,1.1320628999965265,162.68923430005088,163.70232650003163,163.68577180005377,None,162.68923430005088,None,162.68923430005088,None,162.68923430005088,None,164.81883701001644,None,164.81883701001644,None,164.81883701001644,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,2,j,l,,,,,1,8,26,15,,,,,,,,,,,,,prac,1,1,2,positive,negative,l,l,1,0.829176000028383,164.82172160001937,165.83304800000042,165.8163876000326,None,164.82172160001937,None,164.82172160001937,None,164.82172160001937,None,166.64959781000508,None,166.64959781000508,None,166.64959781000508,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,1,j,l,,,,,1,9,27,3,,,,,,,,,,,,,prac,2,2,1,neutral,negative,l,l,1,0.8822045000270009,166.64993440004764,167.64969120000023,167.64969120000023,None,166.64993440004764,None,166.64993440004764,None,166.64993440004764,None,168.53298391000718,None,168.53298391000718,None,168.53298391000718,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,1,l,j,,,,,1,10,28,2,,,,,,,,,,,,,prac,2,2,1,positive,positive,j,j,1,0.8486983000184409,168.53623580001295,169.55232400004752,169.53572460002033,None,168.53623580001295,None,168.53623580001295,None,168.53623580001295,None,170.38323261001497,None,170.38323261001497,None,170.38323261001497,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,2,l,j,,,,,1,11,29,14,,,,,,,,,,,,,prac,1,1,2,negative,positive,j,j,1,0.7513387000071816,170.38723070005653,171.4022558000288,171.385626400006,None,170.38723070005653,None,170.38723070005653,None,170.38723070005653,None,172.13563641004149,None,172.13563641004149,None,172.13563641004149,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,2,k,k,,,,,1,12,30,10,,,,,,,,,,,,,prac,1,1,2,neutral,neutral,k,k,1,0.630713599966839,172.1394315000507,173.15212950005662,173.1356207000208,None,172.1394315000507,None,172.1394315000507,None,172.1394315000507,None,173.7687055100163,None,173.7687055100163,None,173.7687055100163,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,1,k,k,,,,,1,13,31,1,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.6131180000375025,173.771148800035,174.78540480002994,174.76873200002592,None,173.771148800035,None,173.771148800035,None,173.771148800035,None,175.3831306100532,None,175.3831306100532,None,175.3831306100532,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,1,l,j,,,,,1,14,32,8,,,,,,,,,,,,,prac,2,2,1,neutral,positive,j,j,1,0.8980920999892987,175.386272200034,176.38569800002733,176.3688514000387,None,175.386272200034,None,175.386272200034,None,175.386272200034,None,177.282737010048,None,177.282737010048,None,177.282737010048,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,2,l,j,,,,,1,15,33,17,,,,,,,,,,,,,prac,1,1,2,neutral,positive,j,j,1,0.748939800017979,177.28296860004775,178.2827982000308,178.2827982000308,None,177.28296860004775,None,177.28296860004775,None,177.28296860004775,None,179.03305081005092,None,179.03305081005092,None,179.03305081005092,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,1,j,l,,,,,1,16,34,6,,,,,,,,,,,,,prac,2,2,1,positive,negative,l,l,1,0.7513430999824777,179.04980960005196,180.05198710004333,180.0353798000142,None,179.04980960005196,None,179.04980960005196,None,179.04980960005196,None,180.78520131001133,None,180.78520131001133,None,180.78520131001133,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,2,j,l,,,,,1,17,35,12,,,,,,,,,,,,,prac,2,2,2,neutral,negative,l,l,1,0.8286853000172414,180.78933820000384,181.80198970000492,181.78534729999956,None,180.78933820000384,None,180.78933820000384,None,180.78933820000384,None,182.6163131100533,None,182.6163131100533,None,182.6163131100533,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.61865290004062,None,space,10.192197100026533,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666667,-0.07962963,0,0,0,0.010965809982735664,None,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,1,k,k,,,,,,,,,0,0,0,7,,,,,,,192.83517310000025,None,main,1,1,1,negative,neutral,k,k,1,0.6601856999914162,194.84450140001718,195.8517744000419,195.83506990002934,None,194.84450140001718,None,194.84450140001718,None,194.84450140001718,None,196.5016218100267,None,196.5016218100267,None,196.5016218100267,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,1,l,j,,,,,,,,,0,1,1,8,,,,,,,,,main,1,1,1,neutral,positive,j,l,0,0.9777697999961674,196.50637930002995,197.51573820004705,197.499069100013,None,196.50637930002995,None,196.50637930002995,None,196.50637930002995,None,198.4823885000078,None,198.4823885000078,None,198.4823885000078,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,1,k,k,,,,,,,,,0,2,2,1,,,,,,,,,main,1,1,1,neutral,neutral,k,k,1,0.7577563000377268,199.48818310000934,200.50162060000002,200.4660163000226,None,199.48818310000934,None,199.48818310000934,None,199.48818310000934,None,201.23648071004428,None,201.23648071004428,None,201.23648071004428,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,1,l,j,,,,,,,,,0,3,3,5,,,,,,,,,main,1,1,1,negative,positive,j,j,1,0.8119061000179499,201.24084000004223,202.2514903000556,202.23498810001183,None,201.24084000004223,None,201.24084000004223,None,201.24084000004223,None,203.05148441001657,None,203.05148441001657,None,203.05148441001657,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,2,j,l,,,,,,,,,0,4,4,9,,,,,,,,,main,1,1,2,negative,negative,l,l,1,0.7650101999752223,203.0540456000017,204.06823200004874,204.05151750001824,None,203.0540456000017,None,203.0540456000017,None,203.0540456000017,None,204.81816121005104,None,204.81816121005104,None,204.81816121005104,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,2,l,j,,,,,,,,,0,5,5,17,,,,,,,,,main,2,2,2,neutral,positive,j,j,1,0.7463437000405975,204.82224940002197,205.83255680004368,205.81815620005364,None,204.82224940002197,None,204.82224940002197,None,204.82224940002197,None,206.56581851002412,None,206.56581851002412,None,206.56581851002412,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,1,k,k,,,,,,,,,0,6,6,4,,,,,,,,,main,1,1,1,positive,neutral,k,k,1,0.700730399985332,206.569962700014,207.5821932000108,207.56552560004639,None,206.569962700014,None,206.569962700014,None,206.569962700014,None,208.26543581003207,None,208.26543581003207,None,208.26543581003207,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,2,k,k,,,,,,,,,0,7,7,10,,,,,,,,,main,2,2,2,neutral,neutral,k,k,1,0.6110004000365734,208.276093100023,209.2821985000046,209.26554150000447,None,208.276093100023,None,208.276093100023,None,208.276093100023,None,209.8825622100325,None,209.8825622100325,None,209.8825622100325,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,2,l,j,,,,,,,,,0,8,8,11,,,,,,,,,main,2,2,2,positive,positive,j,j,1,0.632591700006742,209.8834994000499,210.89885660004802,210.88219100004062,None,209.8834994000499,None,209.8834994000499,None,209.8834994000499,None,211.5168225100555,None,211.5168225100555,None,211.5168225100555,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,2,j,l,,,,,,,,,0,9,9,15,,,,,,,,,main,2,2,2,positive,negative,l,l,1,0.7471670000231825,211.5228670000215,212.53472360002343,212.51811520004412,None,211.5228670000215,None,211.5228670000215,None,211.5228670000215,None,213.26571401005495,None,213.26571401005495,None,213.26571401005495,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,1,j,l,,,,,,,,,0,10,10,3,,,,,,,,,main,2,2,1,neutral,negative,l,l,1,0.7648839000030421,213.26934260001872,214.28474290005397,214.2680775000481,None,213.26934260001872,None,213.26934260001872,None,213.26934260001872,None,215.03233491001302,None,215.03233491001302,None,215.03233491001302,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,2,k,k,,,,,,,,,0,11,11,13,,,,,,,,,main,1,1,2,positive,neutral,k,k,1,0.6826432999805547,215.03599830000894,216.05127400002675,216.0346455000108,None,215.03599830000894,None,215.03599830000894,None,215.03599830000894,None,216.71658321004944,None,216.71658321004944,None,216.71658321004944,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,2,j,l,,,,,,,,,0,12,12,12,,,,,,,,,main,2,2,2,neutral,negative,l,l,1,0.6471886999788694,216.72266800003126,217.73233970004367,217.71793959999923,None,216.72266800003126,None,216.72266800003126,None,216.72266800003126,None,218.36556161003537,None,218.36556161003537,None,218.36556161003537,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,1,l,j,,,,,,,,,0,13,13,2,,,,,,,,,main,2,2,1,positive,positive,j,j,1,0.9147362999501638,218.36888000002364,219.38196220004465,219.3652877000277,None,218.36888000002364,None,218.36888000002364,None,218.36888000002364,None,220.28186761000543,None,220.28186761000543,None,220.28186761000543,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,2,l,j,,,,,,,,,0,14,14,14,,,,,,,,,main,1,1,2,negative,positive,j,j,1,0.6508616000064649,220.28220220003277,221.28461180004524,221.28461180004524,None,220.28220220003277,None,220.28220220003277,None,220.28220220003277,None,221.93447181000957,None,221.93447181000957,None,221.93447181000957,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,2,k,k,,,,,,,,,0,15,15,16,,,,,,,,,main,1,1,2,negative,neutral,k,k,1,0.6459042999777012,221.93747320002876,222.95119920000434,222.93223580002086,None,221.93747320002876,None,221.93747320002876,None,221.93747320002876,None,223.5821561100369,None,223.5821561100369,None,223.5821561100369,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,1,j,l,,,,,,,,,0,16,16,0,,,,,,,,,main,1,1,1,negative,negative,l,l,1,0.7660070999991149,223.586227300053,224.60117040004116,224.58444450004026,None,223.586227300053,None,223.586227300053,None,223.586227300053,None,225.34852151002852,None,225.34852151002852,None,225.34852151002852,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,1,j,l,,,,,,,,,0,17,17,6,,,,,,,,,main,1,1,1,positive,negative,l,l,1,0.6634450000128709,225.35580230003688,226.3654998000129,226.3488270000089,None,225.35580230003688,None,225.35580230003688,None,225.35580230003688,None,227.01539911004366,None,227.01539911004366,None,227.01539911004366,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,1,l,j,,,,,,,,,1,0,18,2,,,,,,,,,main,1,1,1,positive,positive,j,j,1,0.764915400010068,227.01846240001032,228.03213470004266,228.01777600002242,None,227.01846240001032,None,227.01846240001032,None,227.01846240001032,None,228.7820048100024,None,228.7820048100024,None,228.7820048100024,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,2,k,k,,,,,,,,,1,1,19,10,,,,,,,,,main,2,2,2,neutral,neutral,k,k,1,0.6807309999712743,228.78617010003654,229.79838200000813,229.78171010001097,None,228.78617010003654,None,228.78617010003654,None,228.78617010003654,None,230.46499901003554,None,230.46499901003554,None,230.46499901003554,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,1,j,l,,,,,,,,,1,2,20,6,,,,,,,,,main,2,2,1,positive,negative,l,l,1,0.7852205000235699,230.46506230003433,231.4650846000295,231.4650846000295,None,230.46506230003433,None,230.46506230003433,None,230.46506230003433,None,232.25088381005335,None,232.25088381005335,None,232.25088381005335,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,2,k,k,,,,,,,,,1,3,21,16,,,,,,,,,main,1,1,2,negative,neutral,k,k,1,0.6783251999877393,232.2555044000037,233.2676604000153,233.25103110005148,None,232.2555044000037,None,232.2555044000037,None,232.2555044000037,None,233.9319132100267,None,233.9319132100267,None,233.9319132100267,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,1,j,l,,,,,,,,,1,4,22,3,,,,,,,,,main,1,1,1,neutral,negative,l,l,1,0.6652629000018351,233.93588520004414,234.95088020002004,234.91759950004052,None,233.93588520004414,None,233.93588520004414,None,233.93588520004414,None,235.59856931004325,None,235.59856931004325,None,235.59856931004325,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,2,j,l,,,,,,,,,1,5,23,12,,,,,,,,,main,1,1,2,neutral,negative,l,l,1,0.7003351000021212,235.60220920003485,236.61756260000402,236.60091630002717,None,235.60220920003485,None,235.60220920003485,None,235.60220920003485,None,237.3006761100318,None,237.3006761100318,None,237.3006761100318,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,2,l,j,,,,,,,,,1,6,24,14,,,,,,,,,main,1,1,2,negative,positive,j,j,1,0.6626960999565199,237.30371250002645,238.31747460004408,238.30081380001502,None,237.30371250002645,None,237.30371250002645,None,237.30371250002645,None,238.96514551004512,None,238.96514551004512,None,238.96514551004512,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,1,j,l,,,,,,,,,1,7,25,0,,,,,,,,,main,1,1,1,negative,negative,l,l,1,0.6825087000033818,238.96850650000852,239.98152630002005,239.96486530004768,None,238.96850650000852,None,238.96850650000852,None,238.96850650000852,None,240.64811571001192,None,240.64811571001192,None,240.64811571001192,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,2,j,l,,,,,,,,,1,8,26,9,,,,,,,,,main,2,2,2,negative,negative,l,l,1,0.6166214999975637,240.66486620000796,241.66489140002523,241.64822130004177,None,240.66486620000796,None,240.66486620000796,None,240.66486620000796,None,242.2673022100411,None,242.2673022100411,None,242.2673022100411,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,1,l,j,,,,,,,,,1,9,27,8,,,,,,,,,main,2,2,1,neutral,positive,j,j,1,0.8625423000194132,242.27080480003497,243.28400790004525,243.26495550002437,None,242.27080480003497,None,242.27080480003497,None,242.27080480003497,None,244.13173481001868,None,244.13173481001868,None,244.13173481001868,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,2,k,k,,,,,,,,,1,10,28,13,,,,,,,,,main,1,1,2,positive,neutral,k,k,1,0.6817037999862805,244.1350885000429,245.15065760002472,245.13406510005007,None,244.1350885000429,None,244.1350885000429,None,244.1350885000429,None,245.8150263100455,None,245.8150263100455,None,245.8150263100455,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
