target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,key_resp.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
negative,negative,2,j,l,,,,,,,,,10,8,188,9,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,j,j,1,0.8431094999832567,555.2602245000016,556.293883300008,556.293883300008,None,555.2602245000016,None,555.2602245000016,None,555.2602245000016,None,557.0763526199967,None,557.0763526199967,None,557.0763526199967,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,neutral,2,k,k,,,,,,,,,10,9,189,10,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,k,k,1,0.7911991000000853,557.1096936000104,558.1582853999862,558.1096942999866,None,557.1096936000104,None,557.1096936000104,None,557.1096936000104,None,558.8735881200059,None,558.8735881200059,None,558.8735881200059,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,negative,1,l,j,,,,,,,,,10,10,190,5,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,l,l,1,0.9899673000036273,558.9053764999844,559.9589220999915,559.9059294000035,None,558.9053764999844,None,558.9053764999844,None,558.9053764999844,None,560.8687263200059,None,560.8687263200059,None,560.8687263200059,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,negative,2,l,j,,,,,,,,,10,11,191,14,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,l,l,1,1.0063713999988977,560.9043306999956,561.945092000009,561.945092000009,None,560.9043306999956,None,560.9043306999956,None,560.9043306999956,None,562.8670118099951,None,562.8670118099951,None,562.8670118099951,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,positive,1,k,k,,,,,,,,,10,12,192,4,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,neutral,k,k,1,0.7929964000068139,562.9069504000072,563.937869299989,563.937869299989,None,562.9069504000072,None,562.9069504000072,None,562.9069504000072,None,564.6769614200107,None,564.6769614200107,None,564.6769614200107,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,positive,1,l,j,,,,,,,,,10,13,193,2,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,l,l,1,0.8683137999905739,564.714134400012,565.7650906000054,565.7166721000103,None,564.714134400012,None,564.714134400012,None,564.714134400012,None,566.5412102099915,None,566.5412102099915,None,566.5412102099915,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,positive,1,j,l,,,,,,,,,10,14,194,6,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,j,j,1,1.3440532000095118,566.5732179000042,567.6263348000066,567.578297,None,566.5732179000042,None,566.5732179000042,None,566.5732179000042,None,568.8962885200103,None,568.8962885200103,None,568.8962885200103,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,negative,1,k,k,,,,,,,,,10,15,195,7,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,k,k,1,0.8193457000015769,568.944359199988,570.0044892999867,569.9525622999936,None,568.944359199988,None,568.944359199988,None,568.944359199988,None,570.7149162099929,None,570.7149162099929,None,570.7149162099929,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,neutral,2,l,j,,,,,,,,,10,16,196,17,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,l,l,1,0.943582800013246,570.7526903999969,571.8088133000128,571.8088133000128,None,570.7526903999969,None,570.7526903999969,None,570.7526903999969,None,572.6663622200081,None,572.6663622200081,None,572.6663622200081,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,neutral,1,k,k,,,,,,,,,10,17,197,1,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,k,k,1,0.7406782000034582,572.7506813000073,573.7939485000097,573.7457332999911,None,572.7506813000073,None,572.7506813000073,None,572.7506813000073,None,574.425333620014,None,574.425333620014,None,574.425333620014,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,neutral,2,j,l,,,,,,,,,11,0,198,12,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,j,j,1,0.9659686000086367,574.4695615000091,575.5321793000039,575.4824971999915,None,574.4695615000091,None,574.4695615000091,None,574.4695615000091,None,576.4019419200135,None,576.4019419200135,None,576.4019419200135,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,negative,2,j,l,,,,,,,,,11,1,199,9,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,j,j,1,0.846668000012869,576.4665951000061,577.5065401000029,577.4591756000009,None,576.4665951000061,None,576.4665951000061,None,576.4665951000061,None,578.2603371299978,None,578.2603371299978,None,578.2603371299978,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,neutral,1,l,j,,,,,,,,,11,2,200,8,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,positive,l,l,1,1.0674905000196304,578.3345275000029,579.3806774000113,579.3336166999943,None,578.3345275000029,None,578.3345275000029,None,578.3345275000029,None,580.3350429199868,None,580.3350429199868,None,580.3350429199868,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,negative,1,k,k,,,,,,,,,11,3,201,7,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,k,k,1,0.8141102000081446,580.3736731999961,581.421841000003,581.3846107999852,None,580.3736731999961,None,580.3736731999961,None,580.3736731999961,None,582.159408119996,None,582.159408119996,None,582.159408119996,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,positive,1,l,j,,,,,,,,,11,4,202,2,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,l,l,1,0.8694781000085641,582.1906363999879,583.2447676000011,583.1961929000099,None,582.1906363999879,None,582.1906363999879,None,582.1906363999879,None,584.0379977299948,None,584.0379977299948,None,584.0379977299948,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,negative,2,k,k,,,,,,,,,11,5,203,16,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,k,k,1,0.932611199998064,584.1043888000131,585.1492849999922,585.1013796000043,None,584.1043888000131,None,584.1043888000131,None,584.1043888000131,None,585.9781062300084,None,585.9781062300084,None,585.9781062300084,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,positive,1,j,l,,,,,,,,,11,6,204,6,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,j,j,1,1.079803400003584,586.0511200999899,587.1081421999843,587.0596464000118,None,586.0511200999899,None,586.0511200999899,None,586.0511200999899,None,588.0627625200082,None,588.0627625200082,None,588.0627625200082,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,neutral,2,l,j,,,,,,,,,11,7,205,17,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,l,l,1,0.7904183000209741,588.132892900001,589.1602232999867,589.1270546999876,None,588.132892900001,None,588.132892900001,None,588.132892900001,None,589.8688374200078,None,589.8688374200078,None,589.8688374200078,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,positive,2,k,k,,,,,,,,,11,8,206,13,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,neutral,k,k,1,0.7715422000037506,589.9292294000043,590.9712722999975,590.9212907000037,None,589.9292294000043,None,589.9292294000043,None,589.9292294000043,None,591.6484997199964,None,591.6484997199964,None,591.6484997199964,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,negative,1,j,l,,,,,,,,,11,9,207,0,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,j,j,1,1.168126000004122,591.6809819999908,592.7586293999921,592.7105751000054,None,591.6809819999908,None,591.6809819999908,None,591.6809819999908,None,593.8217402200039,None,593.8217402200039,None,593.8217402200039,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,neutral,1,j,l,,,,,,,,,11,10,208,3,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,j,j,1,0.7752045999804977,593.8538502999872,594.8981521000096,594.8981521000096,None,593.8538502999872,None,593.8538502999872,None,593.8538502999872,None,595.5921059099899,None,595.5921059099899,None,595.5921059099899,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,positive,1,k,k,,,,,,,,,11,11,209,4,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,neutral,k,k,1,0.7950970999954734,595.6243493999937,596.6907926999847,596.6427913999942,None,595.6243493999937,None,595.6243493999937,None,595.6243493999937,None,597.4024470199888,None,597.4024470199888,None,597.4024470199888,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,negative,2,l,j,,,,,,,,,11,12,210,14,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,l,l,1,0.8142660000012256,597.4370569000021,598.512708299997,598.4600672000088,None,597.4370569000021,None,597.4370569000021,None,597.4370569000021,None,599.224869730015,None,599.224869730015,None,599.224869730015,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,neutral,2,k,k,,,,,,,,,11,13,211,10,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,k,k,1,0.7736361999996006,599.2976133000047,600.3275245999976,600.2816756000102,None,599.2976133000047,None,599.2976133000047,None,599.2976133000047,None,601.012866419996,None,601.012866419996,None,601.012866419996,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,positive,2,j,l,,,,,,,,,11,14,212,15,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,j,j,1,0.7819126000104006,601.0768591999949,602.1211719999847,602.0724552999891,None,601.0768591999949,None,601.0768591999949,None,601.0768591999949,None,602.8027398200006,None,602.8027398200006,None,602.8027398200006,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,positive,2,l,j,,,,,,,,,11,15,213,11,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,positive,l,l,1,1.0442265000019688,602.8345560999878,603.893381700007,603.84419969999,None,602.8345560999878,None,602.8345560999878,None,602.8345560999878,None,604.8477995200024,None,604.8477995200024,None,604.8477995200024,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,negative,1,l,j,,,,,,,,,11,16,214,5,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,l,l,1,0.9364906999981031,604.8990793999983,605.9456211999932,605.8973205999937,None,604.8990793999983,None,604.8990793999983,None,604.8990793999983,None,606.7955715300108,None,606.7955715300108,None,606.7955715300108,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,neutral,1,k,k,,,,,,,,,11,17,215,1,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,k,k,1,0.8918841000122484,606.8685455000086,607.9239816000045,607.875159999996,None,606.8685455000086,None,606.8685455000086,None,606.8685455000086,None,608.6889660200045,None,608.6889660200045,None,608.6889660200045,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,negative,1,k,k,,,,,,,,,12,0,216,7,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,k,k,1,0.7569774999865331,608.7670504999987,609.8213446000009,609.7728044000105,None,608.7670504999987,None,608.7670504999987,None,608.7670504999987,None,610.4700892199994,None,610.4700892199994,None,610.4700892199994,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,positive,2,k,k,,,,,,,,,12,1,217,13,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,neutral,k,k,1,0.6696921999973711,610.501483400003,611.5475721000112,611.5011940000113,None,610.501483400003,None,610.501483400003,None,610.501483400003,None,612.1462572200048,None,612.1462572200048,None,612.1462572200048,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,negative,1,j,l,,,,,,,,,12,2,218,0,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,j,j,1,0.960446699988097,612.2083892000082,613.2550593999913,613.2061601000023,None,612.2083892000082,None,612.2083892000082,None,612.2083892000082,None,614.1010436100012,None,614.1010436100012,None,614.1010436100012,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,positive,2,l,j,,,,,,,,,12,3,219,11,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,l,l,1,0.8130270999972709,614.1480225000123,615.2026191999903,615.1522239999904,None,614.1480225000123,None,614.1480225000123,None,614.1480225000123,None,615.9204413099912,None,615.9204413099912,None,615.9204413099912,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,positive,1,k,k,,,,,,,,,12,4,220,4,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,k,k,1,0.7508158999844454,615.953994200012,617.0295663999859,616.9812956000096,None,615.953994200012,None,615.953994200012,None,615.953994200012,None,617.6755328099941,None,617.6755328099941,None,617.6755328099941,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,neutral,1,k,k,,,,,,,,,12,5,221,1,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,k,k,1,0.7996347000007518,617.7185006999935,618.7593973999901,618.7318337000033,None,617.7185006999935,None,617.7185006999935,None,617.7185006999935,None,619.4932932299911,None,619.4932932299911,None,619.4932932299911,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,neutral,2,k,k,,,,,,,,,12,6,222,10,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,k,k,1,0.7382725999923423,619.5527893000108,620.6094680000097,620.5654996999947,None,619.5527893000108,None,619.5527893000108,None,619.5527893000108,None,621.2354221199871,None,621.2354221199871,None,621.2354221199871,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,negative,2,j,l,,,,,,,,,12,7,223,9,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,j,j,1,0.909882000007201,621.2927258999844,622.3566124000063,622.3089450999978,None,621.2927258999844,None,621.2927258999844,None,621.2927258999844,None,623.1582236199988,None,623.1582236199988,None,623.1582236199988,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,negative,2,l,j,,,,,,,,,12,8,224,14,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,l,l,1,0.9226027999829967,623.1884458999848,624.2628636999871,624.2148034999846,None,623.1884458999848,None,623.1884458999848,None,623.1884458999848,None,625.0882213299977,None,625.0882213299977,None,625.0882213299977,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,positive,2,j,l,,,,,,,,,12,9,225,15,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,j,j,1,1.351096200000029,625.162241699989,626.2059960000042,626.1606846000068,None,625.162241699989,None,625.162241699989,None,625.162241699989,None,627.4548261300137,None,627.4548261300137,None,627.4548261300137,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,neutral,1,j,l,,,,,,,,,12,10,226,3,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,j,j,1,0.9033333999977913,627.5131996999844,628.5664110000071,628.519787600002,None,627.5131996999844,None,627.5131996999844,None,627.5131996999844,None,629.3669467199884,None,629.3669467199884,None,629.3669467199884,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,neutral,2,j,l,,,,,,,,,12,11,227,12,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,j,j,1,0.7543576000025496,629.4260739999881,630.466809000005,630.4192672999925,None,629.4260739999881,None,629.4260739999881,None,629.4260739999881,None,631.125845719996,None,631.125845719996,None,631.125845719996,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,negative,1,l,j,,,,,,,,,12,12,228,5,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,l,l,1,1.1306840000033844,631.1587743000127,632.2273288999859,632.1798052999948,None,631.1587743000127,None,631.1587743000127,None,631.1587743000127,None,633.2633063199987,None,633.2633063199987,None,633.2633063199987,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,neutral,1,l,j,,,,,,,,,12,13,229,8,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,positive,l,l,1,0.8318388000188861,633.2984983999922,634.3609160000051,634.3151442999952,None,633.2984983999922,None,633.2984983999922,None,633.2984983999922,None,635.1015576300036,None,635.1015576300036,None,635.1015576300036,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,positive,1,l,j,,,,,,,,,12,14,230,2,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,l,l,1,0.8810423999966588,635.1839208999882,636.244080000004,636.1953964999993,None,635.1839208999882,None,635.1839208999882,None,635.1839208999882,None,636.9983973200083,None,636.9983973200083,None,636.9983973200083,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,positive,1,j,l,,,,,,,,,12,15,231,6,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,j,j,1,0.7051467999990564,637.0296394999896,638.0842015999951,638.0350216999941,None,637.0296394999896,None,637.0296394999896,None,637.0296394999896,None,638.7050054199876,None,638.7050054199876,None,638.7050054199876,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,neutral,2,l,j,,,,,,,,,12,16,232,17,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,l,l,1,0.8681451000156812,638.7363872000133,639.7683870999899,639.7683870999899,None,638.7363872000133,None,638.7363872000133,None,638.7363872000133,None,640.5744752199912,None,640.5744752199912,None,640.5744752199912,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,negative,2,k,k,,,,,,,,,12,17,233,16,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,k,k,1,0.8108131999906618,640.6247452000098,641.6920494000078,641.6433393000043,None,640.6247452000098,None,640.6247452000098,None,640.6247452000098,None,642.4006309200136,None,642.4006309200136,None,642.4006309200136,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,neutral,2,k,k,,,,,,,,,13,0,234,10,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,k,k,1,0.7592614000022877,642.4347271999868,643.5026066999999,643.4532138000068,None,642.4347271999868,None,642.4347271999868,None,642.4347271999868,None,644.154752610001,None,644.154752610001,None,644.154752610001,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,negative,2,k,k,,,,,,,,,13,1,235,16,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,k,k,1,0.6180285000009462,644.1899976000132,645.255382400006,645.2041031999979,None,644.1899976000132,None,644.1899976000132,None,644.1899976000132,None,645.7767852099903,None,645.7767852099903,None,645.7767852099903,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,negative,1,k,k,,,,,,,,,13,2,236,7,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,k,k,1,0.8591580000065733,645.8154829000123,646.8496407000057,646.8496407000057,None,645.8154829000123,None,645.8154829000123,None,645.8154829000123,None,647.6493527200014,None,647.6493527200014,None,647.6493527200014,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,neutral,1,l,j,,,,,,,,,13,3,237,8,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,positive,l,l,1,0.8673304000112694,647.6976927999931,648.7539527000044,648.7053310000047,None,647.6976927999931,None,647.6976927999931,None,647.6976927999931,None,649.5299581199884,None,649.5299581199884,None,649.5299581199884,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,negative,1,l,j,,,,,,,,,13,4,238,5,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,l,l,1,0.9299593000032473,649.5631806000019,650.6142232999846,650.5658115000115,None,649.5631806000019,None,649.5631806000019,None,649.5631806000019,None,651.4522842099948,None,651.4522842099948,None,651.4522842099948,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,positive,2,k,k,,,,,,,,,13,5,239,13,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,k,k,1,0.8605952000070829,651.5088152000098,652.5840746999893,652.5353828000079,None,651.5088152000098,None,651.5088152000098,None,651.5088152000098,None,653.33036501999,None,653.33036501999,None,653.33036501999,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,positive,2,l,j,,,,,,,,,13,6,240,11,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,positive,l,l,1,0.8553724999947008,653.3766798999859,654.4370041000075,654.3896992999944,None,653.3766798999859,None,653.3766798999859,None,653.3766798999859,None,655.1936403200029,None,655.1936403200029,None,655.1936403200029,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,neutral,2,l,j,,,,,,,,,13,7,241,17,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,l,l,1,0.9053158999886364,655.2306797000056,656.2961354999861,656.2603850000014,None,655.2306797000056,None,655.2306797000056,None,655.2306797000056,None,657.0978227299987,None,657.0978227299987,None,657.0978227299987,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,positive,2,j,l,,,,,,,,,13,8,242,15,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,negative,j,j,1,0.8311112000083085,657.1838898999849,658.2222335000115,658.1742981999996,None,657.1838898999849,None,657.1838898999849,None,657.1838898999849,None,658.9527756299998,None,658.9527756299998,None,658.9527756299998,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
neutral,positive,1,k,k,,,,,,,,,13,9,243,4,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,k,k,1,0.7389755999902263,659.0253706999938,660.0815600999922,660.0346767999872,None,659.0253706999938,None,659.0253706999938,None,659.0253706999938,None,660.6983466200122,None,660.6983466200122,None,660.6983466200122,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,neutral,2,j,l,,,,,,,,,13,10,244,12,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,j,j,1,0.703908199997386,660.7463532999973,661.8015402999881,661.7528484000068,None,660.7463532999973,None,660.7463532999973,None,660.7463532999973,None,662.4141258200048,None,662.4141258200048,None,662.4141258200048,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,positive,1,l,j,,,,,,,,,13,11,245,2,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,l,l,1,0.9071857999952044,662.4491138999874,663.4749551999848,663.4414003999846,None,662.4491138999874,None,662.4491138999874,None,662.4491138999874,None,664.3263891200127,None,664.3263891200127,None,664.3263891200127,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
positive,negative,2,l,j,,,,,,,,,13,12,246,14,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,l,l,1,0.9292835000087507,664.3945474000066,665.4428113999893,665.3950361000025,None,664.3945474000066,None,664.3945474000066,None,664.3945474000066,None,666.2511156099906,None,666.2511156099906,None,666.2511156099906,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
negative,negative,1,j,l,,,,,,,,,13,13,247,0,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,j,j,1,0.767927700013388,666.2907325999986,667.3312855999975,667.3312855999975,None,666.2907325999986,None,666.2907325999986,None,666.2907325999986,None,668.0364852200087,None,668.0364852200087,None,668.0364852200087,None,,,,,,,,,,,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.99772008673796,
